,Eccentricity,Convexicity,Aspect Ratio,RatioHilumStarch,Class
0,0.41490065119072245,0.9530201342281879,1.0217391304347827,0.03129990418396678,araruta
1,0.8343290873562622,0.9652173913043478,1.0,0.0,araruta
2,0.7488430476546352,0.9603960396039604,0.75,0.012381646030589949,araruta
3,0.5740659044599569,0.9565217391304348,1.0952380952380953,0.0015037593984962407,araruta
4,0.671590216800009,0.968421052631579,1.103448275862069,0.027689873417721517,araruta
5,0.7504264334197609,0.9583333333333334,1.3783783783783783,0.008736803785948308,araruta
6,0.7589757321605264,0.9636363636363636,0.7435897435897436,0.055693069306930694,araruta
7,0.39379029896162165,0.9484536082474226,0.9666666666666667,0.013878180416345412,araruta
8,0.6821716847474154,0.9642857142857143,0.9285714285714286,0.010137769690668054,araruta
9,0.5322825993301997,0.9753086419753086,0.9615384615384616,0.00949367088607595,araruta
10,0.6890015539354891,0.956989247311828,0.7575757575757576,0.011063829787234043,araruta
11,0.7233179465520724,0.953125,1.3235294117647058,0.0009053870529651426,araruta
12,0.6283392945841864,0.9666666666666667,1.1111111111111112,0.017226528854435832,araruta
13,0.6229754945422766,0.9624060150375939,0.8863636363636364,0.007182761372705506,araruta
14,0.5577933486308375,0.9627329192546584,1.2,0.019934462042599674,araruta
16,0.6187516996679367,0.96,0.9024390243902439,0.016363636363636365,araruta
17,0.7935126428074908,0.96,1.6206896551724137,0.010874938210578349,araruta
18,0.6478248807182254,0.9642857142857143,1.2608695652173914,0.008048289738430584,araruta
19,0.740943634203866,0.9758064516129032,1.5,0.012126865671641791,araruta
20,0.5981559779065745,0.953125,1.0769230769230769,0.007919049714034315,araruta
21,0.5546476555543022,0.9536423841059603,1.0434782608695652,0.012901195720578981,araruta
22,0.6443418741108734,0.96,1.0526315789473684,0.02480477721635278,araruta
24,0.7378157823739021,0.9666666666666667,0.9487179487179487,0.01057934508816121,araruta
25,0.5000598153845027,0.9622641509433962,0.9117647058823529,0.03656998738965952,araruta
27,0.5669222287480236,0.9609375,0.926829268292683,0.019991308126901346,araruta
28,0.7334090227244509,0.9801980198019802,1.44,0.008391608391608392,araruta
29,0.7631140192676824,0.9534883720930233,0.975609756097561,0.01990049751243781,araruta
30,0.7808570454423124,0.957983193277311,0.9230769230769231,0.013881473571809931,araruta
31,0.7414359899282517,0.9548872180451128,1.024390243902439,0.0008514261387824606,araruta
32,0.6768958405507024,0.9642857142857143,0.7333333333333333,0.0,araruta
33,0.4288961932239073,0.957983193277311,0.9473684210526315,0.019704433497536946,araruta
34,0.6426811311244401,0.975,0.9230769230769231,0.00663716814159292,araruta
35,0.6403702211662247,0.9512195121951219,1.1388888888888888,0.01878612716763006,araruta
36,0.8149478266812851,0.9634146341463414,1.6486486486486487,0.0037324145851277634,araruta
37,0.491233537195314,0.9586206896551724,1.069767441860465,0.0,araruta
38,0.6042021562428318,0.9612403100775194,1.1944444444444444,0.019582801191996593,araruta
39,0.7085844955505227,0.959349593495935,0.7906976744186046,0.035053554040895815,araruta
40,0.5592660483180791,0.9646017699115044,1.121212121212121,0.012554585152838428,araruta
41,0.7341784128022165,0.9696969696969697,1.0,0.04964539007092199,araruta
42,0.6020189580066803,0.9478260869565217,0.8205128205128205,0.03899721448467967,araruta
43,0.6544751712414968,0.9611650485436893,0.9117647058823529,0.040915395284327326,araruta
44,0.7306154461427432,0.9605263157894737,1.2790697674418605,0.012666450146151347,araruta
45,0.5228723617570211,0.9666666666666667,1.1538461538461537,0.00865051903114187,araruta
46,0.7347550548687759,0.9646017699115044,1.3666666666666667,0.013753581661891117,araruta
47,0.7159783969059291,0.9565217391304348,0.918918918918919,0.022841225626740947,araruta
48,0.7553829488310636,0.9669421487603306,1.4666666666666666,0.00906344410876133,araruta
49,0.7873185997981721,0.9583333333333334,1.5588235294117647,0.013323464100666173,araruta
50,0.6841877858077852,0.9587628865979382,0.7647058823529411,0.0015325670498084292,araruta
51,0.7215247373658623,0.96875,1.4,0.0015822784810126582,araruta
52,0.5475275386038827,0.9611650485436893,1.0,0.0,araruta
53,0.5301981170261569,0.9642857142857143,0.8918918918918919,0.010758776896942242,araruta
54,0.6437137171710097,0.9554140127388535,1.108695652173913,0.005568581477139508,araruta
55,0.5045763683762903,0.9469026548672567,0.8947368421052632,0.006904487917146145,araruta
56,0.613655048188979,0.9537037037037037,0.7837837837837838,0.009962640099626401,araruta
57,0.7771602491253253,0.9607843137254902,1.0638297872340425,0.0,araruta
58,0.763063781287943,0.9694656488549618,0.6808510638297872,0.01765719207579673,araruta
59,0.6443519834208778,0.9626168224299065,0.7631578947368421,0.01390644753476612,araruta
60,0.7336127431001798,0.9583333333333334,1.4166666666666667,0.04333810888252149,araruta
61,0.6794950293624569,0.9764705882352941,0.8275862068965517,0.009784735812133072,araruta
62,0.7509675966946903,0.9583333333333334,0.6666666666666666,0.02091713596138375,araruta
63,0.5718023995152806,0.9636363636363636,1.09375,0.009264620729588882,araruta
64,0.6834106720209684,0.9523809523809523,1.2333333333333334,0.02744310575635877,araruta
65,0.5468396493430926,0.9621212121212122,0.9069767441860465,0.03742454728370221,araruta
66,0.653825797237589,0.9702970297029703,0.7714285714285715,0.00683526999316473,araruta
67,0.644068856603284,0.9669421487603306,0.9,0.0,araruta
68,0.726685769809293,0.9586776859504132,1.3870967741935485,0.018611670020120725,araruta
69,0.6518495512021752,0.9615384615384616,0.8055555555555556,0.0,araruta
70,0.7988715905496695,0.971830985915493,0.6346153846153846,0.003745318352059925,araruta
71,0.7760960540194837,0.9629629629629629,0.673469387755102,0.0032854209445585215,araruta
72,0.6972804037315504,0.96875,1.3461538461538463,0.027386541471048513,araruta
73,0.433767463969876,0.9647058823529412,1.0,0.0,araruta
74,0.6004496658697328,0.9548872180451128,1.1578947368421053,0.003278688524590164,araruta
76,0.7029064506964716,0.968,1.3333333333333333,0.0,araruta
77,0.5497122977977575,0.9572649572649573,1.1176470588235294,0.00980898296334538,araruta
78,0.730709747385065,0.948905109489051,1.3333333333333333,0.017842660178426603,araruta
79,0.6253481602506057,0.956140350877193,0.7948717948717948,0.01335559265442404,araruta
80,0.6624813473498502,0.9606299212598425,1.2571428571428571,0.008053691275167786,araruta
81,0.7418183997014031,0.9555555555555556,0.9318181818181818,0.07641741988496302,araruta
82,0.7510566192886585,0.9772727272727273,1.0740740740740742,0.0,araruta
83,0.6537015348235214,0.9647058823529412,1.25,0.008955223880597015,araruta
84,0.4420502223443366,0.9595959595959596,0.9354838709677419,0.013167520117044623,araruta
85,0.7557568303288957,0.9594594594594594,1.5,0.0,araruta
86,0.6246507713159635,0.9722222222222222,1.0,0.014824797843665768,araruta
87,0.7108049736753224,0.9609375,1.3636363636363635,0.009442446043165468,araruta
89,0.6822963229418403,0.9629629629629629,0.7586206896551724,0.0,araruta
90,0.699312258031271,0.9548872180451128,1.2777777777777777,0.019182652210175146,araruta
91,0.7562858934349864,0.9612403100775194,1.4375,0.0,araruta
92,0.7444054430117889,0.9583333333333334,1.2127659574468086,0.022192866578599736,araruta
93,0.4757852148277149,0.956140350877193,0.8947368421052632,0.02286336418072945,araruta
94,0.7462554279351208,0.965034965034965,1.5142857142857142,0.005411255411255411,araruta
95,0.6992717111546657,0.9615384615384616,0.8857142857142857,0.0,araruta
96,0.6357834687107615,0.9603174603174603,0.9024390243902439,0.009124087591240875,araruta
97,0.7791742341930017,0.9607843137254902,1.096774193548387,0.012518409425625921,araruta
98,0.6513883619152978,0.9541984732824428,1.2222222222222223,0.0,araruta
100,0.7216496451690383,0.9646017699115044,0.8421052631578947,0.002304147465437788,araruta
101,0.6874076924237679,0.968421052631579,1.36,0.022453889334402566,araruta
102,0.6462485450198149,0.9590163934426229,1.3125,0.017349397590361446,araruta
103,0.639636792367588,0.9615384615384616,0.7777777777777778,0.0,araruta
104,0.5732931565286564,0.9483870967741935,1.1818181818181819,0.017707082833133252,araruta
105,0.7581770576893289,0.9565217391304348,1.5,0.004039238315060588,araruta
106,0.6655962199466883,0.9607843137254902,0.8,0.0,araruta
107,0.7756223004930506,0.9619047619047619,1.3703703703703705,0.009562841530054645,araruta
108,0.791035051185491,0.9591836734693877,0.6857142857142857,0.011067193675889328,araruta
109,0.792358853435597,0.956140350877193,0.6829268292682927,0.0,araruta
110,0.5999421827308709,0.9634146341463414,1.2173913043478262,0.004162330905306972,araruta
111,0.7016465415302507,0.9473684210526315,0.775,0.01264367816091954,araruta
112,0.7120598916876242,0.9568345323741008,0.8085106382978723,0.048006194347657766,araruta
113,0.6840580767363533,0.9583333333333334,1.0689655172413792,0.004784688995215311,araruta
114,0.6449245907870013,0.957983193277311,1.28125,0.03796818881477681,araruta
115,0.6011122449496341,0.9636363636363636,1.2258064516129032,0.040840140023337225,araruta
116,0.7162304207326876,0.9541984732824428,1.3142857142857143,0.01504424778761062,araruta
117,0.6487837303192874,0.959731543624161,1.275,0.02345758354755784,araruta
119,0.7876544251382817,0.9669421487603306,0.6444444444444445,0.0015432098765432098,araruta
120,0.6301092981994041,0.9555555555555556,1.2432432432432432,0.011904761904761904,araruta
121,0.4288961932239073,0.957983193277311,0.9473684210526315,0.019704433497536946,araruta
122,0.749760738385322,0.9636363636363636,1.0,0.02622330359556637,araruta
123,0.6723256819996116,0.972972972972973,0.8918918918918919,0.02125215393452039,araruta
124,0.7594790016159496,0.954954954954955,1.4444444444444444,0.0,araruta
125,0.8370800799957154,0.9487179487179487,1.4,0.015604249667994688,araruta
126,0.773913499169172,0.9577464788732394,1.4166666666666667,0.0096487842531841,araruta
127,0.7624535495140535,0.9649122807017544,1.5,0.002280501710376283,araruta
128,0.4980365071645278,0.9711538461538461,0.9117647058823529,0.0,araruta
129,0.6670736377066414,0.9761904761904762,1.3333333333333333,0.01768346595932803,araruta
130,0.5703942561364078,0.9548872180451128,1.1578947368421053,0.00898325847284606,araruta
131,0.6391926072208787,0.9523809523809523,1.2941176470588236,0.06212331942512749,araruta
132,0.6646744864565888,0.9578947368421052,1.32,0.0,araruta
133,0.6461276676627007,0.9661016949152542,0.8,0.010697911360163017,araruta
134,0.7365362505490786,0.9626168224299065,0.8108108108108109,0.0019317450096587251,araruta
135,0.6931918144999831,0.9722222222222222,1.3928571428571428,0.04207317073170732,araruta
136,0.7586297138021761,0.9635036496350365,1.125,0.04046944556859571,araruta
137,0.7081923924935999,0.959349593495935,1.375,0.004335260115606936,araruta
138,0.6125972462892886,0.958041958041958,0.9777777777777777,0.03549060542797495,araruta
139,0.6164482910702629,0.9746835443037974,1.2272727272727273,0.0067039106145251395,araruta
140,0.6624116563734616,0.9559748427672956,1.2325581395348837,0.006709451575262544,araruta
141,0.727279116104294,0.958041958041958,0.7058823529411765,0.0007246376811594203,araruta
142,0.6773959361756163,0.956140350877193,0.7948717948717948,0.014814814814814815,araruta
143,0.7721011385009534,0.951048951048951,1.3513513513513513,0.012112036336109008,araruta
144,0.6632370284539716,0.9541984732824428,1.0,0.0,araruta
145,0.5436856547191387,0.9635036496350365,1.0238095238095237,0.009056603773584906,araruta
146,0.7156951373302317,0.9553072625698324,1.4,0.00896551724137931,araruta
147,0.860904800664883,0.9583333333333334,1.6842105263157894,0.015326778484673221,araruta
148,0.6519622214030819,0.954954954954955,0.8157894736842105,0.018246027074749854,araruta
149,0.43695928314542853,0.9603960396039604,1.064516129032258,0.016472203157172273,araruta
150,0.6805502625649972,0.9606299212598425,1.1666666666666667,0.02837837837837838,araruta
151,0.7711771099373735,0.961038961038961,1.5555555555555556,0.012010113780025285,araruta
152,0.8151807743746382,0.9602649006622517,1.2926829268292683,0.015715749914588316,araruta
153,0.7542577945314146,0.9533333333333334,0.8235294117647058,0.07754010695187166,araruta
154,0.6805157191570266,0.9746835443037974,0.75,0.0,araruta
155,0.8050584994531124,0.9664429530201343,0.86,0.04249485949280329,araruta
156,0.7520137265342005,0.963963963963964,0.8918918918918919,0.014466546112115732,araruta
157,0.6741250417553544,0.952755905511811,1.3333333333333333,0.02862335302135393,araruta
158,0.6942539944054973,0.9519230769230769,1.064516129032258,0.02200825309491059,araruta
159,0.604857042060431,0.9587628865979382,1.2222222222222223,0.0,araruta
160,0.6368188832911943,0.9565217391304348,1.0,0.012035010940919038,araruta
161,0.6140289093151616,0.9669421487603306,1.1428571428571428,0.07066795740561471,araruta
162,0.7610149390543219,0.954954954954955,0.8421052631578947,0.0030413625304136255,araruta
163,0.7612212736935723,0.95625,1.5128205128205128,0.01829988193624557,araruta
164,0.6436460832950113,0.967741935483871,0.78125,0.0,araruta
165,0.7722539995634349,0.9572649572649573,0.6904761904761905,0.010596765197992191,araruta
166,0.6796624801813188,0.9619047619047619,1.2857142857142858,0.0,araruta
167,0.7592293854497341,0.9538461538461539,1.3823529411764706,0.013957676722197209,araruta
168,0.5566582777716806,0.9680851063829787,0.875,0.00966183574879227,araruta
0,0.33656664810340153,0.958904109589041,1.0,0.07529722589167767,mandioca
1,0.3747186123691884,0.9705882352941176,1.0476190476190477,0.0029455081001472753,mandioca
2,0.31534352594196907,0.9722222222222222,1.0,0.03590425531914894,mandioca
4,0.18184590247206311,0.9622641509433962,1.0,0.0024390243902439024,mandioca
5,0.31539776257064434,0.9436619718309859,0.9565217391304348,0.059506531204644414,mandioca
6,0.148145793433944,0.9565217391304348,1.0,0.1456953642384106,mandioca
7,0.45901031335392756,0.9540229885057471,0.896551724137931,0.09278350515463918,mandioca
8,0.3057983329449926,0.958904109589041,1.0454545454545454,0.02185792349726776,mandioca
9,0.3472318552656975,0.9661016949152542,1.0555555555555556,0.0041841004184100415,mandioca
10,0.34172716691885685,0.9662921348314607,1.0740740740740742,0.12056737588652482,mandioca
11,0.31249904498252457,0.9629629629629629,0.9615384615384616,0.0,mandioca
12,0.1933514326551599,0.96875,1.0,0.005253940455341506,mandioca
13,0.3205163427769805,0.958904109589041,1.0434782608695652,0.026490066225165563,mandioca
14,0.4084966768181739,0.975,1.0,0.03870967741935484,mandioca
15,0.32779856195492335,0.9827586206896551,0.9473684210526315,0.0,mandioca
16,0.4322687935179959,0.9625,1.0833333333333333,0.0633879781420765,mandioca
17,0.32752481735052785,0.9743589743589743,1.0416666666666667,0.02834467120181406,mandioca
18,0.40225643015673607,0.9710144927536232,1.0476190476190477,0.01337295690936107,mandioca
19,0.14662012129045368,0.9615384615384616,1.0,0.021164021164021163,mandioca
20,0.3574948966975447,0.9701492537313433,1.1,0.015698587127158554,mandioca
21,0.4249387229828135,0.9516129032258065,0.9047619047619048,0.01855287569573284,mandioca
22,0.4367668221176275,0.9634146341463414,1.0384615384615385,0.07537154989384288,mandioca
23,0.14787551604788318,0.9692307692307692,1.05,0.04462809917355372,mandioca
24,0.23794945025954853,0.9666666666666667,1.0,0.0497131931166348,mandioca
25,0.23385545042315847,0.972972972972973,1.0434782608695652,0.06281407035175879,mandioca
26,0.17888392100985273,0.9767441860465116,1.0,0.0072992700729927005,mandioca
27,0.1564191917561771,0.9629629629629629,1.0,0.014598540145985401,mandioca
28,0.4287545046076147,0.9672131147540983,0.9,0.07169117647058823,mandioca
29,0.13012958152265222,0.9444444444444444,1.0,0.004914004914004914,mandioca
30,0.2955928635889453,0.9726027397260274,1.0,0.078125,mandioca
31,0.3119131081304189,0.9666666666666667,1.0,0.0,mandioca
33,0.4164969563472769,0.9682539682539683,1.105263157894737,0.02626970227670753,mandioca
34,0.5380153668256227,0.9528301886792453,0.9696969696969697,0.05151915455746367,mandioca
35,0.3101329181428988,0.9583333333333334,0.9130434782608695,0.009831460674157303,mandioca
36,0.38713748483176796,0.9565217391304348,1.0476190476190477,0.04424778761061947,mandioca
37,0.39693136064648354,0.9647058823529412,1.0769230769230769,0.07677165354330709,mandioca
38,0.41527758763418315,0.9841269841269841,1.105263157894737,0.07445008460236886,mandioca
39,0.18190966667197886,0.9701492537313433,1.0476190476190477,0.003048780487804878,mandioca
40,0.11730976746864225,0.9629629629629629,0.9444444444444444,0.0,mandioca
41,0.29905883386819515,0.9743589743589743,1.0869565217391304,0.024504084014002333,mandioca
42,0.3982415379653692,0.9659090909090909,0.9285714285714286,0.05834092980856882,mandioca
43,0.3408081847388884,0.9672131147540983,0.95,0.026119402985074626,mandioca
44,0.18405838201611843,0.9574468085106383,1.0,0.0847723704866562,mandioca
45,0.20509519523564065,0.967741935483871,0.95,0.1259124087591241,mandioca
46,0.21573233800097097,0.9791666666666666,1.0666666666666667,0.005988023952095809,mandioca
47,0.280138791694608,0.9787234042553191,1.0,0.027522935779816515,mandioca
48,0.39923523559819885,0.9571428571428572,0.9565217391304348,0.019726858877086494,mandioca
49,0.20029938118304544,0.9545454545454546,1.0,0.0333889816360601,mandioca
50,0.2785263903837935,0.9846153846153847,0.9523809523809523,0.0592,mandioca
51,0.47216221404591296,0.9577464788732394,1.0454545454545454,0.016736401673640166,mandioca
52,0.4239914493499406,0.974025974025974,1.0869565217391304,0.1314878892733564,mandioca
54,0.34190195079693747,0.9583333333333334,0.9354838709677419,0.14108527131782947,mandioca
55,0.17778453125267876,0.9620253164556962,1.0,0.0348314606741573,mandioca
56,0.4220352068921015,0.9552238805970149,1.0,0.003430531732418525,mandioca
57,0.5210197540745403,0.9607843137254902,1.064516129032258,0.0,mandioca
58,0.37704023951264287,0.9607843137254902,1.064516129032258,0.10457063711911357,mandioca
59,0.4419974213133894,0.9649122807017544,1.1176470588235294,0.03879310344827586,mandioca
60,0.37263515555486615,0.9736842105263158,1.0434782608695652,0.08124253285543608,mandioca
61,0.2927680988107805,0.9710144927536232,1.0,0.07547169811320754,mandioca
62,0.23807954382039928,0.9540229885057471,1.037037037037037,0.02827521206409048,mandioca
63,0.17725409814028276,0.974025974025974,0.9583333333333334,0.0,mandioca
64,0.2581513970636032,0.9647058823529412,0.9629629629629629,0.05621301775147929,mandioca
65,0.34916914541574795,0.9482758620689655,0.9473684210526315,0.006550218340611353,mandioca
66,0.24448216043447932,0.96,1.0,0.0,mandioca
67,0.29938414819958376,0.9538461538461539,1.0,0.024875621890547265,mandioca
68,0.3230970227752896,0.9545454545454546,1.0,0.024311183144246355,mandioca
69,0.2353840353235284,0.9736842105263158,1.0,0.05635491606714628,mandioca
